grid_cell,grid_lat,grid_lon,n_events,weighted,high_sev,active_days,zone,cum_share
"13.04556,77.50231",13.045562,77.502306,7,14,0,3,Chikkabanavara,0.9852
"12.88051,77.64991",12.880514,77.649908,7,14,0,1,Electronic City,0.9852
"13.04556,77.57841",13.045562,77.578413,7,14,0,1,Kodigehalli,0.9853
"12.87825,77.63607",12.878253,77.63607,7,14,0,4,Electronic City,0.9853
"13.05008,77.76061",13.050084,77.760609,5,14,4,4,K.R. Pura,0.9853
"13.19704,77.70526",13.197045,77.705258,7,14,0,5,Devanahalli Airport,0.9853
"13.24226,77.71448",13.242263,77.714483,7,14,0,3,Devanahalli Airport,0.9854
"12.95965,77.50692",12.959647,77.506919,7,14,0,7,Jnanabharathi,0.9854
"13.19478,77.67989",13.194784,77.679889,7,14,0,5,Devanahalli Airport,0.9854
"12.92799,77.59225",12.927994,77.592251,7,14,0,3,Jayanagara,0.9855
"12.92799,77.60609",12.927994,77.606089,7,14,0,2,Mico Layout,0.9855
"12.92799,77.63376",12.927994,77.633764,7,14,0,7,Adugodi,0.9855
"12.98,77.72371",12.979995,77.723708,7,14,0,2,Mahadevapura,0.9855
"13.11339,77.60609",13.11339,77.606089,7,14,0,4,Yelahanka,0.9856
"12.85112,77.65683",12.851122,77.656827,7,14,0,1,Electronic City,0.9856
"13.12017,77.62454",13.120173,77.624539,7,14,0,3,Yelahanka,0.9856
"13.19252,77.69834",13.192523,77.698339,7,14,0,5,Devanahalli Airport,0.9857
"12.92799,77.62915",12.927994,77.629151,6,13,1,3,Adugodi,0.9857
"12.92799,77.59917",12.927994,77.59917,6,13,1,3,Jayanagara,0.9857
"12.93704,77.71679",12.937038,77.71679,6,13,1,3,Whitefield,0.9857
"12.95512,77.58303",12.955125,77.583026,6,13,1,4,City Market,0.9858
"12.96869,77.63146",12.968691,77.631458,6,13,1,4,Halasur,0.9858
"12.94156,77.54843",12.941559,77.548432,5,13,3,4,Banashankari,0.9858
"12.97095,77.5738",12.970952,77.573801,6,13,1,6,Upparpet,0.9858
"13.02295,77.58072",13.022953,77.58072,6,13,1,6,Kodigehalli,0.9859
"13.02521,77.55996",13.025214,77.559963,6,13,1,3,Yeshwanthpura,0.9859
"12.9913,77.756",12.9913,77.755996,5,13,3,3,Mahadevapura,0.9859
"13.04782,77.54843",13.047823,77.548432,6,13,1,4,Jalahalli,0.9859
"12.99582,77.48847",12.995822,77.488469,6,13,1,3,Kamakshipalya,0.9859
"12.94608,77.52768",12.946081,77.527675,5,13,3,4,Byatarayanapura,0.986
"13.04556,77.53921",13.045562,77.539207,5,13,3,4,Jalahalli,0.986
"12.87599,77.67066",12.875993,77.670664,5,13,3,3,Electronic City,0.986
"12.96417,77.65913",12.964169,77.659133,6,13,1,1,Jeevanbheemanagar,0.986
"12.95512,77.73985",12.955125,77.739852,6,13,1,6,Whitefield,0.9861
"13.02974,77.63376",13.029736,77.633764,6,13,1,5,Hennuru,0.9861
"13.02748,77.63146",13.027475,77.631458,5,13,3,4,K.G. Halli,0.9861
"12.97095,77.64068",12.970952,77.640683,6,13,1,4,Jeevanbheemanagar,0.9861
"12.97547,77.54151",12.975473,77.541513,6,12,0,2,Vijayanagara,0.9862
"12.9393,77.68911",12.939299,77.689114,5,12,2,3,HAL Old Airport,0.9862
"13.02069,77.54843",13.020692,77.548432,5,12,2,3,Yeshwanthpura,0.9862
"12.96869,77.49769",12.968691,77.497694,6,12,0,1,Jnanabharathi,0.9862
"12.9393,77.62223",12.939299,77.622232,6,12,0,3,Adugodi,0.9862
"13.0026,77.62223",13.002605,77.622232,6,12,0,3,Pulikeshinagar(F.Town),0.9863
"13.0026,77.57149",13.002605,77.571494,6,12,0,2,Sadashivanagar,0.9863
"13.02521,77.53229",13.025214,77.532288,6,12,0,5,Yeshwanthpura,0.9863
"13.07043,77.60378",13.070432,77.603782,6,12,0,2,Hebbala,0.9863
"12.90765,77.63607",12.907646,77.63607,6,12,0,2,HSR Layout,0.9864
"12.90765,77.63376",12.907646,77.633764,6,12,0,5,HSR Layout,0.9864
"12.94608,77.62684",12.946081,77.626845,6,12,0,2,Ashok Nagar,0.9864
"12.98,77.63376",12.979995,77.633764,6,12,0,1,Jeevanbheemanagar,0.9864
"13.07043,77.60609",13.070432,77.606089,6,12,0,2,Hebbala,0.9865
"12.96869,77.70065",12.968691,77.700646,5,12,2,3,HAL Old Airport,0.9865
"13.09078,77.59456",13.090781,77.594557,4,12,4,3,Yelahanka,0.9865
"13.09304,77.57841",13.093042,77.578413,6,12,0,2,Yelahanka,0.9865
"12.92573,77.51384",12.925733,77.513838,6,12,0,4,Kengeri,0.9866
"13.0026,77.71679",13.002605,77.71679,6,12,0,5,K.R. Pura,0.9866
"13.02069,77.6107",13.020692,77.610701,6,12,0,4,K.G. Halli,0.9866
"12.96191,77.60378",12.961908,77.603782,6,12,0,4,Ashok Nagar,0.9866
"13.1473,77.61762",13.147304,77.61762,4,12,4,1,Chikkajala,0.9866
"13.01165,77.76061",13.011648,77.760609,6,12,0,6,Mahadevapura,0.9867
"12.97547,77.69373",12.975473,77.693727,6,12,0,1,Mahadevapura,0.9867
"13.01617,77.5369",13.01617,77.5369,6,12,0,1,Rajajinagar,0.9867
"13.09756,77.58533",13.097564,77.585332,6,12,0,4,Yelahanka,0.9867
"13.00939,77.62454",13.009387,77.624539,6,12,0,3,Banaswadi,0.9868
"12.97547,77.60378",12.975473,77.603782,6,12,0,5,Cubbon Park,0.9868
"12.92799,77.67528",12.927994,77.675277,6,12,0,2,Bellandur,0.9868
"12.96417,77.54612",12.964169,77.546125,6,12,0,6,Magadi Road,0.9868
"12.97547,77.56458",12.975473,77.564576,6,12,0,6,Magadi Road,0.9869
"12.93704,77.52306",12.937038,77.523063,6,12,0,3,Byatarayanapura,0.9869
"13.032,77.62454",13.031997,77.624539,6,12,0,4,K.G. Halli,0.9869
"13.06365,77.59225",13.06365,77.592251,6,12,0,1,Hebbala,0.9869
"12.98904,77.54382",12.989039,77.543819,6,12,0,2,Vijayanagara,0.987
"13.032,77.73293",13.031997,77.732934,6,12,0,1,K.R. Pura,0.987
"12.88504,77.59456",12.885036,77.594557,6,12,0,6,J.P. Nagar,0.987
"12.95286,77.63838",12.952864,77.638376,6,12,0,5,Halasur,0.987
"12.95739,77.53459",12.957386,77.534594,6,12,0,1,Vijayanagara,0.9871
"12.98,77.51614",12.979995,77.516144,6,12,0,1,Kamakshipalya,0.9871
"12.98,77.56919",12.979995,77.569188,6,12,0,6,Sheshadripuram,0.9871
"12.88278,77.63376",12.882775,77.633764,6,12,0,1,Hulimavu,0.9871
"13.03878,77.58994",13.038779,77.589945,6,12,0,4,Hebbala,0.9872
"12.97095,77.63146",12.970952,77.631458,6,12,0,3,Halasur,0.9872
"13.06139,77.58303",13.061389,77.583026,5,12,2,3,Kodigehalli,0.9872
"13.04104,77.52768",13.04104,77.527675,4,12,4,2,Jalahalli,0.9872
"13.032,77.62915",13.031997,77.629151,6,12,0,3,Hennuru,0.9872
"12.93704,77.55766",12.937038,77.557657,6,12,0,3,Basavanagudi,0.9873
"12.98,77.62454",12.979995,77.624539,6,12,0,3,Halasur,0.9873
"12.98678,77.68911",12.986778,77.689114,6,12,0,1,Mahadevapura,0.9873
"12.87825,77.59456",12.878253,77.594557,6,12,0,3,J.P. Nagar,0.9873
"12.91669,77.54151",12.916689,77.541513,4,12,4,1,Banashankari,0.9874
"13.05687,77.58533",13.056867,77.585332,5,12,2,4,Kodigehalli,0.9874
"12.95739,77.56227",12.957386,77.562269,4,12,4,3,Chamarajpet,0.9874
"12.98226,77.5369",12.982256,77.5369,6,12,0,4,Kamakshipalya,0.9874
"12.87599,77.60148",12.875993,77.601476,6,12,0,1,Hulimavu,0.9874
"12.87825,77.63838",12.878253,77.638376,6,12,0,4,Hulimavu,0.9875
"12.97095,77.70756",12.970952,77.707565,6,12,0,2,HAL Old Airport,0.9875
"13.05913,77.50692",13.059128,77.506919,6,12,0,6,Chikkabanavara,0.9875
"12.95965,77.61301",12.959647,77.613007,4,12,4,1,Ashok Nagar,0.9875
"12.95286,77.65221",12.952864,77.652214,5,12,2,4,Jeevanbheemanagar,0.9876
"12.96191,77.50922",12.961908,77.509225,6,12,0,3,Jnanabharathi,0.9876
"12.96191,77.53229",12.961908,77.532288,6,12,0,3,Vijayanagara,0.9876
"12.97547,77.71448",12.975473,77.714483,4,12,4,4,HAL Old Airport,0.9876
"13.01617,77.61762",13.01617,77.61762,5,12,2,1,K.G. Halli,0.9876
"13.08174,77.63838",13.081737,77.638376,5,12,2,5,Hennuru,0.9877
"12.92347,77.51614",12.923472,77.516144,6,12,0,3,Kengeri,0.9877
"13.06591,77.53229",13.065911,77.532288,6,12,0,2,Jalahalli,0.9877
"12.96643,77.59686",12.96643,77.596863,5,12,2,5,Cubbon Park,0.9877
"12.98452,77.72832",12.984517,77.728321,6,12,0,1,Mahadevapura,0.9878
"12.98452,77.61301",12.984517,77.613007,6,12,0,2,Pulikeshinagar(F.Town),0.9878
"12.98452,77.52306",12.984517,77.523063,6,12,0,5,Kamakshipalya,0.9878
"13.084,77.58072",13.083998,77.58072,6,12,0,1,Yelahanka,0.9878
"13.0026,77.58072",13.002605,77.58072,5,11,1,4,Sadashivanagar,0.9879
"13.02521,77.54612",13.025214,77.546125,4,11,3,2,Yeshwanthpura,0.9879
"12.96191,77.74677",12.961908,77.746771,5,11,1,4,Whitefield,0.9879
"13.00939,77.54382",13.009387,77.543819,5,11,1,4,Rajajinagar,0.9879
"12.90991,77.55766",12.909906,77.557657,5,11,1,3,K.S. Layout,0.9879
"12.98904,77.57611",12.989039,77.576107,5,11,1,5,Sheshadripuram,0.988
"12.98,77.50922",12.979995,77.509225,4,11,3,3,Jnanabharathi,0.988
"12.95739,77.56458",12.957386,77.564576,4,11,3,2,Chamarajpet,0.988
"12.94382,77.49308",12.94382,77.493081,5,11,1,4,Jnanabharathi,0.988
"13.02295,77.50922",13.022953,77.509225,5,11,1,4,Peenya,0.988
"12.97547,77.52537",12.975473,77.525369,5,11,1,2,Vijayanagara,0.988
"12.90086,77.62454",12.900863,77.624539,5,11,1,4,Madiwala,0.9881
"12.96869,77.73063",12.968691,77.730627,4,11,3,4,Whitefield,0.9881
"12.93026,77.6107",12.930255,77.610701,5,11,1,2,Madiwala,0.9881
"13.03652,77.50231",13.036519,77.502306,5,11,1,4,Peenya,0.9881
"12.98904,77.65452",12.989039,77.65452,4,11,3,2,Banaswadi,0.9881
"13.03426,77.52768",13.034258,77.527675,5,11,1,5,Yeshwanthpura,0.9882
"12.92121,77.49539",12.921211,77.495387,4,11,3,2,Kengeri,0.9882
"12.98904,77.72602",12.989039,77.726015,4,11,3,1,Mahadevapura,0.9882
"12.98226,77.74908",12.982256,77.749077,5,11,1,3,Mahadevapura,0.9882
"13.10208,77.58303",13.102085,77.583026,5,11,1,4,Yelahanka,0.9882
"13.1993,77.66144",13.199305,77.661439,5,11,1,2,Devanahalli Airport,0.9883
"12.88956,77.66836",12.889558,77.668358,5,11,1,3,Electronic City,0.9883
"13.02748,77.53459",13.027475,77.534594,5,11,1,4,Yeshwanthpura,0.9883
"12.98678,77.6476",12.986778,77.647601,4,11,3,3,Banaswadi,0.9883
"12.90991,77.48386",12.909906,77.483856,5,11,1,2,Kengeri,0.9883
"12.97321,77.52768",12.973213,77.527675,5,10,0,1,Vijayanagara,0.9884
"13.04556,77.55535",13.045562,77.555351,5,10,0,5,Jalahalli,0.9884
"12.96417,77.71218",12.964169,77.712177,5,10,0,2,HAL Old Airport,0.9884
"12.96643,77.56458",12.96643,77.564576,5,10,0,1,Chamarajpet,0.9884
"12.96643,77.50231",12.96643,77.502306,5,10,0,4,Jnanabharathi,0.9884
"12.91669,77.68681",12.916689,77.686808,5,10,0,3,HAL Old Airport,0.9885
"13.19704,77.67989",13.197045,77.679889,5,10,0,5,Devanahalli Airport,0.9885
"13.05234,77.55074",13.052345,77.550738,4,10,2,3,Jalahalli,0.9885
"12.97321,77.55766",12.973213,77.557657,5,10,0,3,Magadi Road,0.9885
"12.9506,77.68911",12.950603,77.689114,4,10,2,3,HAL Old Airport,0.9885
"13.02069,77.76061",13.020692,77.760609,5,10,0,4,Mahadevapura,0.9886
"13.02521,77.50922",13.025214,77.509225,5,10,0,5,Peenya,0.9886
"12.98452,77.6453",12.984517,77.645295,5,10,0,5,Banaswadi,0.9886
"12.94608,77.57611",12.946081,77.576107,5,10,0,4,Basavanagudi,0.9886
"12.94834,77.63838",12.948342,77.638376,5,10,0,4,Ashok Nagar,0.9886
"13.00487,77.55535",13.004866,77.555351,5,10,0,1,Malleshwaram,0.9887
"12.8986,77.57149",12.898602,77.571494,5,10,0,5,J.P. Nagar,0.9887
"13.00487,77.57149",13.004866,77.571494,5,10,0,4,Malleshwaram,0.9887
"12.98452,77.57611",12.984517,77.576107,5,10,0,3,High ground,0.9887
"12.89634,77.59917",12.896341,77.59917,5,10,0,5,J.P. Nagar,0.9887
"13.02069,77.64299",13.020692,77.642989,5,10,0,5,Banaswadi,0.9888
"12.93478,77.68681",12.934777,77.686808,5,10,0,2,HAL Old Airport,0.9888
"12.98904,77.55766",12.989039,77.557657,5,10,0,4,Rajajinagar,0.9888
"12.94156,77.55766",12.941559,77.557657,5,10,0,4,Basavanagudi,0.9888
"13.0026,77.59686",13.002605,77.596863,5,10,0,4,R.T. Nagar,0.9888
"12.98678,77.44696",12.986778,77.446956,5,10,0,1,No Police Station,0.9889
"12.98678,77.49308",12.986778,77.493081,4,10,2,3,Kamakshipalya,0.9889
"13.02295,77.6084",13.022953,77.608395,5,10,0,1,K.G. Halli,0.9889
"12.8986,77.70987",12.898602,77.709871,5,10,0,1,Whitefield,0.9889
"12.90538,77.55766",12.905385,77.557657,5,10,0,4,K.S. Layout,0.9889
"12.86017,77.65913",12.860166,77.659133,5,10,0,4,Electronic City,0.989
"13.01391,77.49308",13.013909,77.493081,5,10,0,1,Kamakshipalya,0.989
"12.94834,77.55074",12.948342,77.550738,5,10,0,2,Basavanagudi,0.989
"13.01391,77.58303",13.013909,77.583026,5,10,0,5,Sadashivanagar,0.989
"12.92799,77.61531",12.927994,77.615314,5,10,0,3,Adugodi,0.989
"12.90086,77.62223",12.900863,77.622232,5,10,0,5,Madiwala,0.9891
"13.00713,77.58303",13.007126,77.583026,5,10,0,4,Sadashivanagar,0.9891
"13.00939,77.61301",13.009387,77.613007,5,10,0,4,K.G. Halli,0.9891
"12.95965,77.51845",12.959647,77.51845,4,10,2,4,Byatarayanapura,0.9891
"12.90086,77.64991",12.900863,77.649908,5,10,0,5,HSR Layout,0.9891
"13.00713,77.58994",13.007126,77.589945,5,10,0,4,Sadashivanagar,0.9892
"13.00939,77.7583",13.009387,77.758303,5,10,0,5,Mahadevapura,0.9892
"12.95512,77.61993",12.955125,77.619926,5,10,0,1,Ashok Nagar,0.9892
"12.97547,77.6453",12.975473,77.645295,5,10,0,2,Jeevanbheemanagar,0.9892
"13.01617,77.70756",13.01617,77.707565,5,10,0,3,K.R. Pura,0.9892
"13.01617,77.55996",13.01617,77.559963,5,10,0,3,Yeshwanthpura,0.9893
"13.01843,77.53229",13.018431,77.532288,5,10,0,1,Rajajinagar,0.9893
"13.01391,77.57149",13.013909,77.571494,5,10,0,3,Sadashivanagar,0.9893
"12.96869,77.55304",12.968691,77.553044,5,10,0,2,Magadi Road,0.9893
"13.01165,77.59225",13.011648,77.592251,5,10,0,4,R.T. Nagar,0.9893
"12.96417,77.50692",12.964169,77.506919,5,10,0,3,Jnanabharathi,0.9894
"12.95739,77.66375",12.957386,77.663745,5,10,0,4,Jeevanbheemanagar,0.9894
"13.09756,77.5738",13.097564,77.573801,5,10,0,5,Yelahanka,0.9894
"12.9506,77.6084",12.950603,77.608395,5,10,0,3,Ashok Nagar,0.9894
"12.98452,77.61762",12.984517,77.61762,5,10,0,3,Pulikeshinagar(F.Town),0.9894
"12.86017,77.58764",12.860166,77.587638,5,10,0,2,Thalagattapura,0.9895
"12.94608,77.5738",12.946081,77.573801,5,10,0,4,Basavanagudi,0.9895
"12.95512,77.72602",12.955125,77.726015,5,10,0,5,Whitefield,0.9895
"12.99582,77.61993",12.995822,77.619926,5,10,0,2,Pulikeshinagar(F.Town),0.9895
"13.02521,77.5738",13.025214,77.573801,5,10,0,2,Sadashivanagar,0.9896
"12.98226,77.55535",12.982256,77.555351,5,10,0,5,Rajajinagar,0.9896
"12.8466,77.67066",12.8466,77.670664,5,10,0,5,Electronic City,0.9896
"13.18122,77.69373",13.181218,77.693727,5,10,0,1,Chikkajala,0.9896
"12.98226,77.54612",12.982256,77.546125,5,10,0,3,Magadi Road,0.9896
"13.00713,77.68681",13.007126,77.686808,5,10,0,3,K.R. Pura,0.9897
"13.00939,77.56919",13.009387,77.569188,5,10,0,3,Sadashivanagar,0.9897
"12.92121,77.55535",12.921211,77.555351,5,10,0,3,Banashankari,0.9897
"12.99356,77.61762",12.993561,77.61762,5,10,0,5,Pulikeshinagar(F.Town),0.9897
"12.95739,77.63838",12.957386,77.638376,5,10,0,1,Halasur,0.9897
"12.91443,77.5738",12.914428,77.573801,5,10,0,4,Jayanagara,0.9898
"13.0433,77.59917",13.043301,77.59917,5,10,0,2,Hebbala,0.9898
"12.99808,77.5738",12.998083,77.573801,5,10,0,3,Sadashivanagar,0.9898
"12.93478,77.5738",12.934777,77.573801,5,10,0,1,Basavanagudi,0.9898
"12.96643,77.53921",12.96643,77.539207,5,10,0,2,Vijayanagara,0.9898
"12.96643,77.50922",12.96643,77.509225,5,10,0,3,Jnanabharathi,0.9899
"12.91443,77.51845",12.914428,77.51845,5,10,0,3,Kengeri,0.9899
"12.98678,77.68681",12.986778,77.686808,4,10,2,1,Mahadevapura,0.9899
"12.94834,77.59225",12.948342,77.592251,5,10,0,4,Wilson Garden,0.9899
"12.96869,77.59456",12.968691,77.594557,5,10,0,2,Cubbon Park,0.9899
"12.9506,77.52768",12.950603,77.527675,5,10,0,1,Byatarayanapura,0.99
"12.93026,77.59917",12.930255,77.59917,5,10,0,3,Mico Layout,0.99
"12.88956,77.63146",12.889558,77.631458,5,10,0,2,Hulimavu,0.99
"13.02521,77.63146",13.025214,77.631458,5,10,0,3,Banaswadi,0.99
"13.06817,77.44696",13.068172,77.446956,5,10,0,5,No Police Station,0.99
"12.95512,77.72371",12.955125,77.723708,5,10,0,4,Whitefield,0.9901
"12.87147,77.64991",12.871471,77.649908,5,10,0,3,Electronic City,0.9901
"12.99808,77.61993",12.998083,77.619926,5,10,0,5,Pulikeshinagar(F.Town),0.9901
"13.06591,77.44926",13.065911,77.449262,5,10,0,4,No Police Station,0.9901
"12.95512,77.73524",12.955125,77.73524,5,10,0,3,Whitefield,0.9901
"13.06591,77.58072",13.065911,77.58072,5,10,0,1,Kodigehalli,0.9902
"13.0433,77.55074",13.043301,77.550738,5,10,0,3,Jalahalli,0.9902
"12.95286,77.6845",12.952864,77.684502,5,10,0,2,HAL Old Airport,0.9902
"12.8466,77.65683",12.8466,77.656827,5,10,0,1,Electronic City,0.9902
"12.94834,77.48616",12.948342,77.486162,5,10,0,1,Jnanabharathi,0.9902
"13.05461,77.47924",13.054606,77.479244,5,10,0,1,No Police Station,0.9903
"12.91895,77.59686",12.91895,77.596863,5,10,0,3,Jayanagara,0.9903
"12.97095,77.64991",12.970952,77.649908,5,10,0,1,Jeevanbheemanagar,0.9903
"12.91669,77.6845",12.916689,77.684502,5,10,0,1,HAL Old Airport,0.9903
"12.99356,77.58303",12.993561,77.583026,5,10,0,4,High ground,0.9903
"13.07269,77.60378",13.072693,77.603782,4,9,1,2,Hebbala,0.9904
"12.98226,77.59225",12.982256,77.592251,4,9,1,3,Cubbon Park,0.9904
"12.93026,77.58072",12.930255,77.58072,4,9,1,4,Jayanagara,0.9904
"12.96417,77.61531",12.964169,77.615314,4,9,1,2,Ashok Nagar,0.9904
"13.08174,77.54843",13.081737,77.548432,4,9,1,3,Yelahanka,0.9904
"13.00487,77.54612",13.004866,77.546125,4,9,1,4,Rajajinagar,0.9904
"12.90765,77.56919",12.907646,77.569188,4,9,1,3,K.S. Layout,0.9905
"12.9506,77.60148",12.950603,77.601476,4,9,1,3,Ashok Nagar,0.9905
"12.98226,77.63607",12.982256,77.63607,3,9,3,2,Jeevanbheemanagar,0.9905
"13.07043,77.63607",13.070432,77.63607,4,9,1,4,Hennuru,0.9905
"12.96643,77.65452",12.96643,77.65452,4,9,1,3,Jeevanbheemanagar,0.9905
"13.04104,77.6107",13.04104,77.610701,4,9,1,1,K.G. Halli,0.9905
"13.04104,77.59225",13.04104,77.592251,4,9,1,2,Hebbala,0.9906
"13.06139,77.73985",13.061389,77.739852,3,9,3,1,K.R. Pura,0.9906
"13.00034,77.62684",13.000344,77.626845,4,9,1,4,Pulikeshinagar(F.Town),0.9906
"12.91217,77.51153",12.912167,77.511531,3,9,3,1,Kengeri,0.9906
"12.93478,77.69373",12.934777,77.693727,3,9,3,1,HAL Old Airport,0.9906
"12.91669,77.51845",12.916689,77.51845,4,9,1,4,Kengeri,0.9906
"13.05687,77.62684",13.056867,77.626845,4,9,1,3,Hennuru,0.9906
"13.05687,77.58072",13.056867,77.58072,4,9,1,3,Kodigehalli,0.9907
"12.94382,77.67989",12.94382,77.679889,4,9,1,3,HAL Old Airport,0.9907
"13.00939,77.56227",13.009387,77.562269,4,9,1,3,Malleshwaram,0.9907
"12.83756,77.67528",12.837557,77.675277,4,9,1,3,Electronic City,0.9907
"13.24905,77.70526",13.249046,77.705258,3,9,3,1,Devanahalli Airport,0.9907
"13.25583,77.71218",13.255829,77.712177,3,9,3,3,Devanahalli Airport,0.9907
"13.1993,77.70295",13.199305,77.702952,4,8,0,3,Devanahalli Airport,0.9908
"13.19478,77.70756",13.194784,77.707565,4,8,0,4,Devanahalli Airport,0.9908
"12.84434,77.66375",12.84434,77.663745,4,8,0,4,Electronic City,0.9908
"13.09982,77.58072",13.099825,77.58072,4,8,0,3,Yelahanka,0.9908
"13.10435,77.60378",13.104346,77.603782,4,8,0,3,Yelahanka,0.9908
"13.11113,77.60378",13.111129,77.603782,4,8,0,4,Yelahanka,0.9908
"13.11565,77.60609",13.115651,77.606089,4,8,0,1,Yelahanka,0.9908
"13.11791,77.60609",13.117912,77.606089,4,8,0,1,Yelahanka,0.9909
"13.04556,77.59917",13.045562,77.59917,4,8,0,1,Hebbala,0.9909
"12.87825,77.55304",12.878253,77.553044,4,8,0,3,Thalagattapura,0.9909
"12.9913,77.68681",12.9913,77.686808,4,8,0,3,Mahadevapura,0.9909
"12.91669,77.59917",12.916689,77.59917,4,8,0,2,Mico Layout,0.9909
"13.05008,77.52306",13.050084,77.523063,4,8,0,3,Jalahalli,0.9909
"13.05008,77.55304",13.050084,77.553044,3,8,2,3,Jalahalli,0.991
"12.97095,77.65452",12.970952,77.65452,4,8,0,1,Jeevanbheemanagar,0.991
"12.91895,77.57149",12.91895,77.571494,4,8,0,4,Banashankari,0.991
"12.9506,77.54382",12.950603,77.543819,4,8,0,2,Byatarayanapura,0.991
"12.98,77.69142",12.979995,77.691421,3,8,2,3,Mahadevapura,0.991
"12.98226,77.51845",12.982256,77.51845,4,8,0,1,Kamakshipalya,0.991
"13.00487,77.74908",13.004866,77.749077,4,8,0,1,Mahadevapura,0.9911
"13.00487,77.75138",13.004866,77.751384,4,8,0,1,Mahadevapura,0.9911
"12.88051,77.59686",12.880514,77.596863,4,8,0,1,Hulimavu,0.9911
"12.9913,77.50461",12.9913,77.504613,4,8,0,1,Kamakshipalya,0.9911
"12.91895,77.6107",12.91895,77.610701,4,8,0,2,Madiwala,0.9911
"12.9913,77.56458",12.9913,77.564576,4,8,0,3,Sheshadripuram,0.9911
"12.88051,77.6476",12.880514,77.647601,4,8,0,1,Electronic City,0.9912
"13.04556,77.58072",13.045562,77.58072,4,8,0,1,Kodigehalli,0.9912
"12.86017,77.67297",12.860166,77.67297,4,8,0,1,Electronic City,0.9912
"12.95739,77.73063",12.957386,77.730627,4,8,0,2,Whitefield,0.9912
"12.97095,77.55074",12.970952,77.550738,4,8,0,2,Magadi Road,0.9912
"13.09756,77.56919",13.097564,77.569188,4,8,0,3,Yelahanka,0.9912
"12.8986,77.65913",12.898602,77.659133,4,8,0,3,Bellandur,0.9913
"13.01617,77.54382",13.01617,77.543819,4,8,0,4,Rajajinagar,0.9913
"13.0953,77.57611",13.095303,77.576107,4,8,0,2,Yelahanka,0.9913
"12.89634,77.65683",12.896341,77.656827,4,8,0,4,HSR Layout,0.9913
"12.89634,77.67297",12.896341,77.67297,4,8,0,3,Bellandur,0.9913
"12.8986,77.61993",12.898602,77.619926,3,8,2,3,Madiwala,0.9913
"12.90765,77.57611",12.907646,77.576107,4,8,0,1,J.P. Nagar,0.9913
"12.90765,77.59456",12.907646,77.594557,3,8,2,1,J.P. Nagar,0.9914
"12.98,77.55996",12.979995,77.559963,4,8,0,3,Magadi Road,0.9914
"13.05913,77.46541",13.059128,77.465406,4,8,0,4,No Police Station,0.9914
"13.05913,77.54382",13.059128,77.543819,4,8,0,2,Jalahalli,0.9914
"12.91669,77.6084",12.916689,77.608395,4,8,0,4,Mico Layout,0.9914
"12.91669,77.61301",12.916689,77.613007,4,8,0,1,Madiwala,0.9914
"12.91669,77.64299",12.916689,77.642989,4,8,0,3,HSR Layout,0.9915
"13.00487,77.54382",13.004866,77.543819,4,8,0,2,Rajajinagar,0.9915
"12.89634,77.58533",12.896341,77.585332,4,8,0,4,J.P. Nagar,0.9915
"12.97547,77.53459",12.975473,77.534594,4,8,0,3,Vijayanagara,0.9915
"13.02069,77.60148",13.020692,77.601476,4,8,0,4,R.T. Nagar,0.9915
"13.02069,77.61301",13.020692,77.613007,4,8,0,3,K.G. Halli,0.9915
"12.94608,77.60148",12.946081,77.601476,4,8,0,3,Adugodi,0.9916
"12.98452,77.58994",12.984517,77.589945,3,8,2,2,Cubbon Park,0.9916
"12.94608,77.48616",12.946081,77.486162,4,8,0,1,Jnanabharathi,0.9916
"12.94608,77.56227",12.946081,77.562269,4,8,0,2,Basavanagudi,0.9916
"12.94382,77.58764",12.94382,77.587638,4,8,0,3,Wilson Garden,0.9916
"12.94382,77.48847",12.94382,77.488469,4,8,0,1,Jnanabharathi,0.9916
"12.93478,77.57841",12.934777,77.578413,4,8,0,3,Basavanagudi,0.9917
"13.05687,77.57611",13.056867,77.576107,4,8,0,4,Kodigehalli,0.9917
"12.93478,77.50922",12.934777,77.509225,3,8,2,2,Jnanabharathi,0.9917
"13.02069,77.6453",13.020692,77.645295,4,8,0,1,Banaswadi,0.9917
"12.96191,77.70756",12.961908,77.707565,4,8,0,1,HAL Old Airport,0.9917
"13.0026,77.61762",13.002605,77.61762,4,8,0,3,Pulikeshinagar(F.Town),0.9917
"13.07043,77.57149",13.070432,77.571494,4,8,0,1,Kodigehalli,0.9917
"13.07043,77.58303",13.070432,77.583026,4,8,0,1,Kodigehalli,0.9918
"12.86469,77.58994",12.864688,77.589945,4,8,0,3,Hulimavu,0.9918
"12.98678,77.52076",12.986778,77.520756,4,8,0,1,Kamakshipalya,0.9918
"12.92347,77.55996",12.923472,77.559963,4,8,0,3,Banashankari,0.9918
"12.86469,77.65452",12.864688,77.65452,4,8,0,4,Electronic City,0.9918
"12.86921,77.53459",12.86921,77.534594,4,8,0,3,Thalagattapura,0.9918
